filename	bjd	rv	rvc	logS
HARPS.2009-07-08T23:09:06.335	2455021.4676200002	-22.569158026999997	-0.002744907564686372	-1.3691431357100001
HARPS.2009-07-08T23:09:46.777	2455021.46809	-22.569950933	-0.003537575146111749	-1.3690638078400001
HARPS.2009-07-08T23:10:26.729	2455021.46855	-22.5679308639	-0.0015172750781111688	-1.3690580769100003
HARPS.2009-07-08T23:11:46.343	2455021.46947	-22.568921469899998	-0.0025074116915320133	-1.36764089991
HARPS.2009-07-08T23:12:25.825	2455021.46993	-22.56969436	-0.0032800633729550555	-1.36786808254
HARPS.2009-07-08T23:13:05.838	2455021.4703900004	-22.569020724	-0.00260620385553878	-1.36936831302
HARPS.2009-07-08T23:13:45.740	2455021.47085	-22.5694345255	-0.003019774387539087	-1.36946995868
HARPS.2009-07-08T23:14:25.332	2455021.47131	-22.568983388000003	-0.0025683910183822434	-1.3679523256600001
HARPS.2009-07-09T02:10:41.167	2455021.5937200002	-22.565638265300002	0.0008392197010849145	-1.3711562317299997
HARPS.2009-07-09T02:11:20.340	2455021.59417	-22.5654508212	0.0010268947690867947	-1.37031263938
HARPS.2009-07-09T02:12:00.342	2455021.5946299997	-22.5676117029	-0.0011337410617535681	-1.3714651425600002
HARPS.2009-07-09T02:12:40.334	2455021.59509	-22.5662390232	0.0002391770568230811	-1.37000169875
HARPS.2009-07-09T02:13:20.326	2455021.59556	-22.564841453200003	0.0016369929259809624	-1.3702326305599999
HARPS.2009-07-09T02:14:00.819	2455021.59602	-22.566545760700002	-6.7098507180674e-05	-1.3703025804
HARPS.2009-07-09T02:14:40.721	2455021.59648	-22.564699376900002	0.0017795386125598611	-1.3707526896899997
HARPS.2009-07-09T02:15:20.713	2455021.59694	-22.5667259733	-0.0002468193688578424	-1.37013396757
HARPS.2009-07-09T02:16:00.345	2455021.59741	-22.5671005067	-0.0006211292514421984	-1.3691828181799999
HARPS.2009-07-09T02:16:40.337	2455021.59787	-22.5657076663	0.0007719272153963175	-1.3721488403400002
HARPS.2009-07-09T02:17:20.740	2455021.59833	-22.5684486759	-0.001968836515445105	-1.37080218291
HARPS.2009-07-09T02:18:40.334	2455021.59926	-22.5655813239	0.0008989997722963494	-1.36952888624
HARPS.2009-07-09T02:19:20.336	2455021.5997200003	-22.565448404	0.001032158090872315	-1.37159117438
HARPS.2009-07-09T02:20:00.748	2455021.60018	-22.5665048493	-2.40562411271128e-05	-1.3717935441999998
HARPS.2009-07-09T02:20:40.840	2455021.60065	-22.566251094899997	0.00022995147861593068	-1.37120080127
HARPS.2009-07-09T23:05:05.465	2455022.46478	-22.5691939501	-0.002271650536115999	-1.3699008384399998
HARPS.2009-07-09T23:05:45.468	2455022.4652400003	-22.568427769499998	-0.0015052389681144973	-1.36901235576
HARPS.2009-07-09T23:06:26.640	2455022.46572	-22.5671868264	-0.00026404999895746073	-1.36899529703
HARPS.2009-07-09T23:07:06.852	2455022.46618	-22.5686257918	-0.0017027918815379905	-1.36870167666
HARPS.2009-07-09T23:07:47.094	2455022.46665	-22.5672809173	-0.00035766406179860155	-1.3697381427700002
HARPS.2009-07-09T23:08:27.546	2455022.46712	-22.5673497044	-0.0004262052926407023	-1.3697221486000002
HARPS.2009-07-09T23:09:07.538	2455022.46758	-22.5660564596	0.0008672630247801294	-1.36980211104
HARPS.2009-07-09T23:10:27.102	2455022.46851	-22.567598785300003	-0.0006745783874855249	-1.37001995544
HARPS.2009-07-09T23:11:07.135	2455022.4689700003	-22.5690216643	-0.002097226419483178	-1.36895073065
HARPS.2009-07-09T23:11:48.867	2455022.46944	-22.568412604200002	-0.0014879353514878346	-1.3701438005700002
HARPS.2009-07-09T23:12:29.520	2455022.46992	-22.5672468985	-0.00032198378232450864	-1.3693525418799999
HARPS.2009-07-09T23:13:09.381	2455022.47038	-22.566537638499998	0.00038752208683590084	-1.36993784701
HARPS.2009-07-09T23:13:49.084	2455022.47084	-22.5670900803	-0.00016468874516917253	-1.37142537695
HARPS.2009-07-09T23:14:29.585	2455022.47131	-22.566170844400002	0.0007547781228289807	-1.36942806599
HARPS.2009-07-10T01:39:46.079	2455022.57219	-22.565024839099998	0.0019523041876610137	-1.3698792636500001
HARPS.2009-07-10T01:40:25.071	2455022.5726400004	-22.5646730409	0.002304325905075899	-1.36915561035
HARPS.2009-07-10T01:41:05.083	2455022.5731099998	-22.568665723899997	-0.0016881186763413325	-1.36891921236
HARPS.2009-07-10T01:41:45.485	2455022.57357	-22.5675968662	-0.0006190076566028324	-1.36959303591
HARPS.2009-07-10T01:42:25.547	2455022.57403	-22.5653058604	0.0016722142102345572	-1.36961539822
HARPS.2009-07-10T01:43:05.090	2455022.5745	-22.570525795500004	-0.003547475020610591	-1.3695629981
HARPS.2009-07-10T01:43:45.082	2455022.57496	-22.56755174	-0.0005731811020268651	-1.36934914757
HARPS.2009-07-10T01:44:24.494	2455022.57541	-22.5683229852	-0.0013441878834470344	-1.37026550811
HARPS.2009-07-10T01:45:04.466	2455022.5758700003	-22.569104649499998	-0.002125621215448348	-1.36978914625
HARPS.2009-07-10T01:45:44.108	2455022.57634	-22.5675953255	-0.0006160662474528067	-1.36911879166
HARPS.2009-07-10T01:46:24.091	2455022.5768	-22.5693838607	-0.0024043630288730355	-1.36910091294
HARPS.2009-07-10T01:47:04.542	2455022.5772599997	-22.5685384799	-0.0015587587114538337	-1.3700083170700001
HARPS.2009-07-10T01:47:44.335	2455022.57773	-22.5686653261	-0.0016853441411335268	-1.3674541714200001
HARPS.2009-07-10T01:49:04.529	2455022.57865	-22.568270300300004	-0.0012898638557210518	-1.36925532493
HARPS.2009-07-11T00:36:05.314	2455023.52793	-22.5645570878	0.0029081504731429675	-1.3698969167299997
HARPS.2009-07-11T00:36:47.106	2455023.52841	-22.5657875198	0.0016779419905610382	-1.37030073415
HARPS.2009-07-11T00:37:29.478	2455023.5289	-22.567026161100003	0.00043958381262143575	-1.36719877166
HARPS.2009-07-11T00:38:11.501	2455023.5293900003	-22.565676776300002	0.0017891921300403624	-1.3689285151100001
HARPS.2009-07-11T00:38:53.093	2455023.52987	-22.566263603600003	0.0012026256003601077	-1.36915851666
HARPS.2009-07-11T00:39:35.555	2455023.5303599997	-22.5664940645	0.0009724031189435323	-1.36785037412
HARPS.2009-07-11T00:40:17.498	2455023.53084	-22.5657440558	0.0017226651386827996	-1.3681316566
HARPS.2009-07-11T00:41:41.162	2455023.53182	-22.5650798694	0.0023873730793226855	-1.36967251443
HARPS.2009-07-11T00:42:23.094	2455023.5323	-22.565537868099998	0.001929590446163587	-1.3675989071799999
HARPS.2009-07-11T00:43:05.466	2455023.53279	-22.5651048533	0.0023628585659025703	-1.36883931035
HARPS.2009-07-11T00:43:47.449	2455023.53328	-22.567772329	-0.00030436381435805515	-1.368004878
HARPS.2009-07-11T00:44:29.081	2455023.53376	-22.566691138499998	0.0007770800053847893	-1.36900776609
HARPS.2009-07-11T00:45:11.083	2455023.53425	-22.5671698523	0.0002986046239605855	-1.36837189825
HARPS.2009-07-11T00:45:53.565	2455023.53473	-22.5663287195	0.0011399907437024126	-1.3701869068599999
HARPS.2009-07-11T02:36:24.695	2455023.61148	-22.5659152217	0.0015926785976425606	-1.3723386451700001
HARPS.2009-07-11T02:37:07.087	2455023.61197	-22.5658734251	0.001634728517380779	-1.37199922305
HARPS.2009-07-11T02:37:49.149	2455023.61246	-22.5643962404	0.003112181438282846	-1.3707185275100002
HARPS.2009-07-11T02:38:30.701	2455023.6129400004	-22.565326616799997	0.002182021105124221	-1.3698711627200002
HARPS.2009-07-11T02:39:12.693	2455023.6134200003	-22.5663273146	0.0011815766248624016	-1.37108701839
HARPS.2009-07-11T02:39:54.696	2455023.61391	-22.567111986799997	0.00039716519518506743	-1.3692144920700002
HARPS.2009-07-11T02:40:35.698	2455023.6143799997	-22.566982728800003	0.0005266690643388472	-1.3691377180200002
HARPS.2009-07-11T02:41:18.100	2455023.61488	-22.5651316129	0.002378030833501299	-1.36963266539
HARPS.2009-07-11T02:41:59.712	2455023.61535	-22.5647818302	0.002728044501498772	-1.3759617702899998
HARPS.2009-07-11T02:42:42.075	2455023.61585	-22.566211788	0.001298354922401046	-1.37187891528
HARPS.2009-07-11T02:43:24.087	2455023.61634	-22.5674615117	4.886219040045603e-05	-1.36965241567
HARPS.2009-07-11T02:44:47.702	2455023.6173	-22.565349045799998	0.002161842180463225	-1.36764473394
HARPS.2009-07-11T23:12:48.047	2455024.47003	-22.566143282	0.0018031222186749574	-1.36632802959
HARPS.2009-07-11T23:13:27.710	2455024.47048	-22.565543941799998	0.002402685936093718	-1.36896205341
HARPS.2009-07-11T23:14:08.132	2455024.47096	-22.5673095476	0.0006373260052505714	-1.36901707569
HARPS.2009-07-11T23:14:48.384	2455024.4714200003	-22.564962501799997	0.0029846251249949773	-1.37191197977
HARPS.2009-07-11T23:15:27.696	2455024.47187	-22.5655729846	0.0023743509412490482	-1.36828809061
HARPS.2009-07-11T23:16:07.758	2455024.47233	-22.565668448	0.002279133410407752	-1.3686598594600001
HARPS.2009-07-11T23:16:48.220	2455024.4728099997	-22.5661746997	0.0017731126784070739	-1.36529418363
HARPS.2009-07-11T23:17:27.703	2455024.47326	-22.565575978200002	0.0023720725969837986	-1.3679755169699999
HARPS.2009-07-11T23:18:07.705	2455024.47372	-22.566377037	0.001571252215565977	-1.3678270931099998
HARPS.2009-07-11T23:18:48.127	2455024.4742	-22.5658056839	0.0021428362835642645	-1.3650728581799998
HARPS.2009-07-11T23:19:28.149	2455024.47466	-22.5666249377	0.0013238209021437797	-1.3663311326499998
HARPS.2009-07-11T23:20:07.881	2455024.47511	-22.566465022800003	0.0014839816712992615	-1.36714397227
HARPS.2009-07-11T23:20:47.794	2455024.4755700002	-22.5655831919	0.0023660435393004775	-1.36672043755
HARPS.2009-07-11T23:21:28.136	2455024.47605	-22.565854494499998	0.002094971907300902	-1.3694450686500002
HARPS.2009-07-11T23:22:08.158	2455024.47651	-22.5664440489	0.0015056410247176188	-1.36647355497
HARPS.2009-07-12T01:55:17.416	2455024.58286	-22.566923572100002	0.0010804698101694044	-1.36869272915
HARPS.2009-07-12T01:55:57.148	2455024.58332	-22.5662972032	0.0017070547770074995	-1.36764993167
HARPS.2009-07-12T01:56:36.970	2455024.58377	-22.565556651799998	0.0024478371450094016	-1.3684084372
HARPS.2009-07-12T01:57:17.093	2455024.58425	-22.5655895846	0.002415135313004413	-1.3680425671599998
HARPS.2009-07-12T01:57:57.105	2455024.5847099996	-22.565157835900003	0.0028471373327434435	-1.36943831539
HARPS.2009-07-12T01:58:38.867	2455024.58519	-22.5647038217	0.0033013974019056036	-1.36900592493
HARPS.2009-07-12T01:59:19.129	2455024.58566	-22.5658287896	0.002176660469903169	-1.3668768681099999
HARPS.2009-07-12T01:59:59.121	2455024.58612	-22.5655674604	0.00243822808848293	-1.36791340818
HARPS.2009-07-12T02:00:38.994	2455024.5865700003	-22.564653644699998	0.0033522822070644054	-1.36639716493
HARPS.2009-07-12T02:01:18.695	2455024.58704	-22.5667080115	0.001298153825640469	-1.3678744414500001
HARPS.2009-07-12T02:01:59.198	2455024.58751	-22.568551387	-0.0005449907063592718	-1.3688724146200002
HARPS.2009-07-12T02:02:39.700	2455024.58797	-22.5660316404	0.0019749943122207014	-1.3656150520500001
HARPS.2009-07-12T02:03:18.812	2455024.58843	-22.566008602399997	0.001998285631962915	-1.3680665697
HARPS.2009-07-12T02:03:58.705	2455024.5888900002	-22.565850712600003	0.0021563914987936528	-1.3696909232700003
HARPS.2009-07-12T02:04:38.096	2455024.58935	-22.5659187437	0.0020885839162154696	-1.3679553506600002
HARPS.2009-07-13T00:08:47.774	2455025.50892	-22.5633050446	0.005171997419367358	-1.3664233701
HARPS.2009-07-13T00:09:39.696	2455025.50953	-22.5644257613	0.0040516010943321135	-1.36766417195
HARPS.2009-07-13T00:10:32.100	2455025.5101099997	-22.561368542600004	0.007109095465811066	-1.36928226488
HARPS.2009-07-13T00:11:25.053	2455025.51075	-22.5630050816	0.0054728991925223625	-1.36623575631
HARPS.2009-07-13T00:12:16.696	2455025.51134	-22.563092215300003	0.005386078416904638	-1.3675008003
HARPS.2009-07-13T00:13:09.118	2455025.51195	-22.5645539883	0.003924618341294206	-1.3671458349799999
HARPS.2009-07-13T00:15:45.146	2455025.51376	-22.5626930171	0.005786491061545718	-1.3673786802899999
HARPS.2009-07-13T00:16:36.699	2455025.51435	-22.562803944299997	0.00567588423651344	-1.3667000194
HARPS.2009-07-13T02:14:09.332	2455025.59597	-22.5661078706	0.0024136364843698743	-1.36416390988
HARPS.2009-07-13T02:15:00.696	2455025.59656	-22.5646452255	0.0038765870581727313	-1.3642142862399997
HARPS.2009-07-13T02:16:46.681	2455025.59779	-22.5653270375	0.0031954009069430356	-1.36421657336
HARPS.2009-07-13T02:17:39.113	2455025.5984	-22.5634776702	0.0050450736807476915	-1.3644777909399999
HARPS.2009-07-13T02:18:30.717	2455025.5989900003	-22.5643228154	0.004200241405133198	-1.36517719181
HARPS.2009-07-13T02:20:14.112	2455025.6002	-22.5672580444	0.0012656159021631197	-1.36681576701
HARPS.2009-07-13T02:21:06.075	2455025.6008	-22.5650591023	0.0034648709265461264	-1.3662136034399999
HARPS.2009-07-13T02:21:58.228	2455025.6014	-22.565115167800002	0.0034091034497691908	-1.36424267252
HARPS.2009-07-23T23:27:31.670	2455036.47958	-22.5726430888	0.001440679031325942	-1.3564610480200001
HARPS.2009-07-23T23:28:18.673	2455036.48012	-22.5710063534	0.003077675201645036	-1.3569485378
HARPS.2009-07-23T23:29:33.177	2455036.48096	-22.5716363601	0.00244807828357807	-1.3539013371000002
HARPS.2009-07-23T23:30:15.159	2455036.4814400002	-22.572380034800002	0.0017046718044788634	-1.35564546018
HARPS.2009-07-23T23:30:57.011	2455036.48193	-22.5730313086	0.001053643873639487	-1.35566431787
HARPS.2009-07-23T23:31:38.673	2455036.4824	-22.571544818000003	0.002540357991055231	-1.35438859689
HARPS.2009-07-23T23:32:20.676	2455036.48289	-22.5705679211	0.0035175454637013104	-1.35507646444
HARPS.2009-07-23T23:33:03.718	2455036.48339	-22.572034904000002	0.002050786081117195	-1.35672812681
HARPS.2009-07-23T23:33:46.040	2455036.4838900003	-22.5735034418	0.0005825165020212353	-1.3570933730799999
HARPS.2009-07-23T23:34:27.653	2455036.4843599997	-22.5745861931	-0.0004999963793999029	-1.35556886964
HARPS.2009-07-23T23:35:08.664	2455036.48483	-22.5738939531	0.00019249694033973697	-1.35680798171
HARPS.2009-07-23T23:35:51.157	2455036.48533	-22.571015360900002	0.0030713201083365504	-1.3555704365399999
HARPS.2009-07-23T23:36:33.039	2455036.48582	-22.5744526201	-0.0003656708707602263	-1.35633725795
HARPS.2009-07-23T23:37:14.672	2455036.4862900004	-22.5721017296	0.001985465498400174	-1.3545590575600002
HARPS.2009-07-23T23:37:56.654	2455036.48678	-22.570569077800002	0.0035183557169773394	-1.3556277405200001
HARPS.2009-07-23T23:38:40.446	2455036.48729	-22.572029526799998	0.0020581674873021427	-1.3556090417700002
HARPS.2009-07-23T23:39:23.308	2455036.48779	-22.5712225661	0.0028653889576197855	-1.35542685803
HARPS.2009-07-23T23:40:04.671	2455036.48826	-22.5734616464	0.000626539625621092	-1.3565794603999999
HARPS.2009-07-23T23:40:46.743	2455036.48875	-22.5731674465	0.0009210077465198196	-1.3547269037
HARPS.2009-07-23T23:41:29.155	2455036.48924	-22.5734383424	0.0006503651662619347	-1.3550049019200001
HARPS.2009-07-23T23:42:10.657	2455036.48972	-22.572479532	0.0016093990836800742	-1.3547104271000001
HARPS.2009-07-23T23:42:52.660	2455036.4902	-22.574081003200003	8.173752835460846e-06	-1.3556275964700002
HARPS.2009-07-24T01:02:10.857	2455036.54527	-22.5730532493	0.0010640982980767433	-1.3554105174899997
HARPS.2009-07-24T01:02:52.660	2455036.5457599997	-22.5712181316	0.0028994767683983014	-1.35798192148
HARPS.2009-07-24T01:03:35.103	2455036.54625	-22.5712806207	0.0028372186363938567	-1.3571539173700002
HARPS.2009-07-24T01:04:17.134	2455036.54674	-22.5713939981	0.0027241094572971747	-1.35734670226
HARPS.2009-07-24T01:04:59.013	2455036.54723	-22.571182185300003	0.0029361532252920597	-1.3560055903400001
HARPS.2009-07-24T01:05:40.649	2455036.5477	-22.5710254443	0.0030931251932955206	-1.35635605434
HARPS.2009-07-24T01:06:22.662	2455036.54819	-22.5723748868	0.0017439583647771428	-1.35614465359
HARPS.2009-07-24T01:07:05.054	2455036.54868	-22.5707378594	0.003381231633934334	-1.3560240836000002
HARPS.2009-07-24T01:07:47.006	2455036.54917	-22.5708393975	0.0032799319525160797	-1.35740377977
HARPS.2009-07-24T01:08:29.068	2455036.54966	-22.571039769099997	0.003079828573419263	-1.3562954232700002
HARPS.2009-07-24T01:09:11.051	2455036.55014	-22.572149258099998	0.001970577991997402	-1.35589606497
HARPS.2009-07-24T01:09:53.103	2455036.55063	-22.5711683096	0.002951779811734667	-1.35659542685
HARPS.2009-07-24T01:10:35.045	2455036.55111	-22.573711397100002	0.00040891582915136837	-1.35484213234
HARPS.2009-07-24T01:11:16.747	2455036.5515900003	-22.5719673441	0.0021532370500558784	-1.35553147278
HARPS.2009-07-24T01:11:58.669	2455036.55208	-22.5712293113	0.002891515719213089	-1.3572801310799998
HARPS.2009-07-24T01:12:40.202	2455036.5525599997	-22.573056425900003	0.0010646395377911233	-1.35649284413
HARPS.2009-07-25T00:42:19.070	2455037.53142	-22.5747842279	-0.0001626101059635232	-1.35774480343
HARPS.2009-07-25T00:43:00.662	2455037.5319	-22.573913483800002	0.0007083649620334143	-1.35834465454
HARPS.2009-07-25T00:44:25.046	2455037.53288	-22.570757700500003	0.003864669802673859	-1.3576247537600001
HARPS.2009-07-25T00:45:06.668	2455037.53336	-22.5709531622	0.003669446521257669	-1.3579331273800002
HARPS.2009-07-25T00:45:48.671	2455037.53384	-22.5750603722	-0.0004375250601640346	-1.3574406127399998
HARPS.2009-07-25T00:46:31.054	2455037.5343400002	-22.572401939000002	0.0022211689101538923	-1.35796333842
HARPS.2009-07-25T00:47:13.095	2455037.53482	-22.5723288384	0.002294500478154049	-1.35688318534
HARPS.2009-07-25T00:47:54.667	2455037.5353	-22.571402189	0.0032214031978945457	-1.35781249134
HARPS.2009-07-25T00:48:36.650	2455037.53579	-22.5721851719	0.0024386810682166526	-1.3575809993
HARPS.2009-07-25T00:49:19.132	2455037.53628	-22.572798002600003	0.001826096237373065	-1.35585980671
HARPS.2009-07-25T00:50:01.164	2455037.53677	-22.575371950999997	-0.0007475913923009614	-1.3573268837399999
HARPS.2009-07-25T00:50:42.747	2455037.53724	-22.5726515008	0.001973082325115172	-1.3582027283000002
HARPS.2009-07-25T00:51:25.139	2455037.53774	-22.5701919381	0.004432913246017023	-1.35902280338
HARPS.2009-07-25T00:52:07.162	2455037.53823	-22.5706400314	0.003985050914014465	-1.35779088023
HARPS.2009-07-25T00:52:49.663	2455037.53871	-22.571237690100002	0.0033876380831721065	-1.3570664597100002
HARPS.2009-07-25T00:53:32.256	2455037.53921	-22.5721478365	0.0024777673546552137	-1.35852796558
HARPS.2009-07-25T00:54:14.098	2455037.5397	-22.5726259513	0.0019998760720731923	-1.3590124859900001
HARPS.2009-07-25T00:54:55.781	2455037.54017	-22.5707903138	0.0038357743423951263	-1.35647157746
HARPS.2009-07-25T00:55:37.653	2455037.54066	-22.5721272484	0.002499100512714847	-1.35823470938
HARPS.2009-07-25T02:24:27.683	2455037.60234	-22.5690097075	0.005648164819220369	-1.35964919805
HARPS.2009-07-25T02:25:10.125	2455037.6028400003	-22.569252384099997	0.005405741538965003	-1.3584022782799998
HARPS.2009-07-25T02:25:51.758	2455037.60332	-22.5713380536	0.0033203253587004156	-1.35721413814
HARPS.2009-07-25T02:26:33.669	2455037.6038	-22.569837943400003	0.004820681427858631	-1.3581689716299998
HARPS.2009-07-25T02:27:16.142	2455037.6043	-22.57046322	0.004195650697020881	-1.35892541309
HARPS.2009-07-25T02:27:57.654	2455037.60477	-22.5618589947	0.01280012931676211	-1.3550617809799999
HARPS.2009-07-25T02:28:38.676	2455037.60525	-22.5666681927	0.007991177185921572	-1.3572325888499999
HARPS.2009-07-25T02:30:03.131	2455037.60623	-22.564375229299998	0.010284632324243148	-1.3569136063499998
HARPS.2009-07-25T02:30:44.713	2455037.60671	-22.5647792703	0.009880837193399827	-1.35486617216
HARPS.2009-07-25T02:31:26.705	2455037.6071900004	-22.564800749499998	0.009859603862562238	-1.3576614226
HARPS.2009-07-25T02:32:08.717	2455037.60768	-22.565953669499997	0.00870693718230342	-1.35470961907
HARPS.2009-07-25T02:32:51.130	2455037.60818	-22.5717017433	0.0029591167020406317	-1.3591542425
HARPS.2009-07-25T02:33:33.083	2455037.60866	-22.5731911048	0.0014700010712012102	-1.3577979879299997
HARPS.2009-07-25T02:34:15.105	2455037.60915	-22.572938233800002	0.0017231179403580654	-1.3566706111700002
HARPS.2009-07-25T02:35:39.829	2455037.61012	-22.5727735565	0.0018883093304218335	-1.35676169659
HARPS.2009-07-25T02:36:22.082	2455037.61062	-22.571665349499998	0.002996747298421809	-1.3572263857799998
HARPS.2009-07-25T02:37:03.834	2455037.6110900003	-22.5704179637	0.004244386418161383	-1.3579922446500001
HARPS.2009-07-25T02:37:45.666	2455037.61158	-22.5703196152	0.004343003139062773	-1.3566597501
HARPS.2009-07-25T23:30:33.654	2455038.48152	-22.5710715871	0.004035897955922962	-1.35972239095
HARPS.2009-07-25T23:31:15.857	2455038.48201	-22.5706614011	0.004446337275663126	-1.36030976975
HARPS.2009-07-25T23:31:57.649	2455038.4825	-22.5743555619	0.0007524297954049075	-1.3587311797900001
HARPS.2009-07-25T23:33:22.063	2455038.48348	-22.572510430500003	0.00259806783488159	-1.35973647566
HARPS.2009-07-25T23:34:46.978	2455038.48445	-22.5722222422	0.002886732972044115	-1.3596540699200002
HARPS.2009-07-25T23:35:28.670	2455038.4849400003	-22.571415271	0.0036939723929449997	-1.3582660228299999
HARPS.2009-07-25T23:36:10.673	2455038.4854200003	-22.5722092082	0.0029002810621037156	-1.35886289831
HARPS.2009-07-25T23:36:53.054	2455038.48592	-22.5723682667	0.0027414758818444795	-1.35990694857
HARPS.2009-07-25T23:37:34.657	2455038.4864	-22.5723143852	0.0027955808992636832	-1.3578881733500001
HARPS.2009-07-25T23:38:16.659	2455038.4868799997	-22.5748196331	0.00029059376958429084	-1.3585948441799998
HARPS.2009-07-25T23:38:59.132	2455038.48738	-22.5714143221	0.003696172990483859	-1.3597382106799998
HARPS.2009-07-25T23:39:41.134	2455038.4878700003	-22.5711199532	0.003990787759644121	-1.3594232984099999
HARPS.2009-07-25T23:40:23.197	2455038.48835	-22.5721966861	0.0029143156299653583	-1.3591645170700002
HARPS.2009-07-26T01:38:01.730	2455038.57004	-22.5708208098	0.004331952434210251	-1.35966073009
HARPS.2009-07-26T01:38:43.932	2455038.57052	-22.5715666382	0.0035863624527898708	-1.35882744461
HARPS.2009-07-26T01:39:25.675	2455038.57101	-22.5720103138	0.003142925271369279	-1.3603449154299998
HARPS.2009-07-26T01:40:07.667	2455038.57149	-22.572116309499997	0.0030371903416934742	-1.35923928371
HARPS.2009-07-26T01:40:50.170	2455038.57199	-22.5714477937	0.00370596691201186	-1.35955329247
HARPS.2009-07-26T01:41:32.022	2455038.57248	-22.571021506599998	0.004132492430592549	-1.36110235574
HARPS.2009-07-26T01:42:13.904	2455038.57295	-22.5717288984	0.003425331598588599	-1.36175657039
HARPS.2009-07-26T01:42:55.676	2455038.57344	-22.5728074824	0.0023470381712336064	-1.3588954347799997
HARPS.2009-07-26T01:43:38.098	2455038.57394	-22.5723222911	0.0028324604392295782	-1.3601882060400001
HARPS.2009-07-26T01:44:20.061	2455038.57442	-22.572227171399998	0.0029278185578114346	-1.35956093639
HARPS.2009-07-26T01:45:02.064	2455038.57491	-22.572336297800003	0.002818945477546464	-1.3606847668700002
HARPS.2009-07-26T01:45:44.065	2455038.5753900004	-22.5704896288	0.00466586779728928	-1.3607236417700002
HARPS.2009-07-26T01:46:25.838	2455038.5758700003	-22.5717489018	0.0034068183147084596	-1.3600655365
HARPS.2009-07-26T01:47:50.023	2455038.57685	-22.5748979842	0.0002582723565112133	-1.35869112261
HARPS.2009-07-26T01:48:32.105	2455038.5773400003	-22.5729789453	0.0021775347739279027	-1.3593957029700001
HARPS.2009-07-26T23:37:01.854	2455039.48595	-22.573004191	0.002617011588082363	-1.36016651814
HARPS.2009-07-26T23:37:43.796	2455039.48643	-22.5713631789	0.00425825465607943	-1.3607883520299997
HARPS.2009-07-26T23:38:25.629	2455039.48692	-22.571627625300003	0.003994054125236346	-1.3612355748700002
HARPS.2009-07-26T23:39:07.671	2455039.48741	-22.5725301557	0.0030917919461401766	-1.3607105264100001
HARPS.2009-07-26T23:39:49.243	2455039.48789	-22.5725571358	0.0030650428141392183	-1.36186311103
HARPS.2009-07-26T23:40:31.306	2455039.48838	-22.5739048651	0.001717559383298095	-1.361620236
HARPS.2009-07-26T23:41:13.958	2455039.48887	-22.5754969258	0.00012576690420118553	-1.3608753892899998
HARPS.2009-07-26T23:41:57.181	2455039.48937	-22.574446009699997	0.001176936323943778	-1.3608417672600002
HARPS.2009-07-26T23:42:41.043	2455039.48988	-22.5731675752	0.002455624143681945	-1.36131743838
HARPS.2009-07-26T23:43:23.295	2455039.4903700002	-22.574789710999998	0.0008337491140046893	-1.36162383141
HARPS.2009-07-26T23:44:48.750	2455039.49135	-22.573359893600003	0.002264065702899387	-1.3607826159099998
HARPS.2009-07-26T23:45:30.702	2455039.4918400003	-22.572046606300002	0.0035776063226400368	-1.35982150745
HARPS.2009-07-26T23:46:12.265	2455039.49233	-22.5728286059	0.0027958600423829694	-1.3606511087399997
HARPS.2009-07-26T23:46:54.237	2455039.4928099997	-22.573048780100002	0.002575924260959539	-1.36183926149
HARPS.2009-07-26T23:47:36.679	2455039.4933	-22.5729567326	0.002668210179539443	-1.36206981774
HARPS.2009-07-27T01:35:11.530	2455039.568	-22.5709526201	0.0047105441580015395	-1.36075218843
HARPS.2009-07-27T01:35:53.712	2455039.56849	-22.5714806541	0.004182748576582185	-1.36083097544
HARPS.2009-07-27T01:36:36.244	2455039.56899	-22.571037090900003	0.004626572546900576	-1.3616348298199998
HARPS.2009-07-27T01:37:18.297	2455039.56947	-22.5729911991	0.002672717666644786	-1.36206173072
HARPS.2009-07-27T01:38:00.669	2455039.56996	-22.5706888503	0.004975312335801618	-1.36081261425
HARPS.2009-07-27T01:38:42.412	2455039.57045	-22.5727750369	0.0028893641543810133	-1.3604012443200002
HARPS.2009-07-27T01:39:24.244	2455039.57093	-22.5712248177	0.0044398366741233986	-1.36165475556
HARPS.2009-07-27T01:40:48.698	2455039.5719	-22.572370508899997	0.0032946446630255366	-1.36113248877
HARPS.2009-07-27T01:41:30.810	2455039.5723900003	-22.5724470846	0.0032183073816014485	-1.36215185134
HARPS.2009-07-27T01:42:12.763	2455039.57288	-22.570586612600003	0.0050790476024999975	-1.3597255928799998
HARPS.2009-07-27T01:42:54.245	2455039.57336	-22.5725943246	0.0030715740210816023	-1.36256372601
HARPS.2009-07-27T01:44:18.719	2455039.5743299997	-22.5708902821	0.004776115709983486	-1.3602875616799999
HARPS.2009-07-27T01:45:00.732	2455039.57482	-22.572214886100003	0.0034517650297196667	-1.36191907197
HARPS.2009-07-27T01:45:42.405	2455039.5753099998	-22.5714788429	0.0041880466483021905	-1.36034818639
HARPS.2009-07-27T23:12:43.504	2455040.4690099997	-22.574388705100002	0.0017353073702430777	-1.3590241396399998
HARPS.2009-07-27T23:13:25.726	2455040.4695	-22.5740087549	0.002115510889986183	-1.36061395157
