filename	bjd	ew	asym	
HARPS.2010-03-23T05.38.26.910	2455278.73738	-0.0008890549294290139	-0.003676601967143034
HARPS.2010-03-23T05.34.00.274	2455278.7343	-0.0018368007004441371	-0.0058971236486691225
HARPS.2010-03-23T05.41.46.922	2455278.7397	-0.0007241824210583918	-0.004246947610751839
HARPS.2010-03-23T05.35.06.938	2455278.73507	-0.0006639381897528217	-0.003395116454111724
HARPS.2010-03-23T05.37.20.175	2455278.73662	-0.0016580507286289958	-0.0033427683107813966
HARPS.2010-03-23T05.40.39.918	2455278.73892	-0.0010742715194752715	-0.0012424681697578155
HARPS.2010-03-23T05.42.52.925	2455278.74046	-0.001134890713254786	-0.004233067908062216
HARPS.2010-03-23T05.39.33.014	2455278.73816	-0.0016257283776237776	-0.0020663446282640496
HARPS.2010-03-23T05.45.06.973	2455278.74201	-0.00046533490563869406	0.00023284678589163832
HARPS.2010-03-23T05.43.59.899	2455278.7412400004	-0.0012665876539071747	-0.006692993336605335
HARPS.2010-03-23T07.05.53.762	2455278.79811	-0.0011911559168672726	-0.004581360636088494
HARPS.2010-03-23T07.07.00.166	2455278.79889	-0.0009187545841548017	0.000274247757251711
HARPS.2010-03-23T05.47.21.191	2455278.74357	-0.0016216763793859032	-0.004636436838180824
HARPS.2010-03-23T05.48.27.925	2455278.74434	-0.0010106966024520693	-0.0022652961598481625
HARPS.2010-03-23T07.08.07.090	2455278.79966	-0.0008590078013621965	0.001977158149122138
HARPS.2010-03-23T05.46.14.177	2455278.7428	-0.0005257936753121879	-0.0020200880521703546
HARPS.2010-03-23T07.09.13.914	2455278.80043	-0.0014071313797854818	-0.0021142834349916484
HARPS.2010-03-23T07.10.20.928	2455278.8012	-0.000912978754244224	-0.0021107071129997657
HARPS.2010-03-23T07.11.27.932	2455278.80198	-0.0011904351273757702	-0.003993629336338511
HARPS.2010-03-23T07.13.41.910	2455278.80353	-0.0008435856985795243	0.0003463669278838122
HARPS.2010-03-23T07.14.48.923	2455278.80431	-0.001371606978086298	-0.0026982810739035745
HARPS.2010-03-23T07.12.34.916	2455278.80276	-0.0005873177921485488	0.0031093590184645414
HARPS.2010-03-23T07.17.02.171	2455278.80586	-0.0011584932753440284	0.0008611466568864135
HARPS.2010-03-23T07.15.55.087	2455278.80508	-0.0005025158408804233	-0.0034302474431580077
HARPS.2010-03-23T07.18.09.095	2455278.80663	-0.0003566755012080771	0.0006760623027308732
HARPS.2010-03-23T07.19.15.939	2455278.8074	6.826515734559761e-05	0.0005623006901136485
HARPS.2010-03-23T07.20.21.932	2455278.80816	9.700689395555421e-06	-0.0003843006764874257
HARPS.2010-03-23T08.47.13.212	2455278.8684900003	-0.0008849368480971966	-0.00012143143328113837
HARPS.2010-03-23T08.49.26.920	2455278.87003	-0.0007977112335697642	-0.005179306943723372
HARPS.2010-03-23T08.50.33.934	2455278.8708	-0.0012947135407091557	-3.917604462833069e-06
HARPS.2010-03-23T08.51.40.917	2455278.87158	-0.0007161773344652201	-0.0018374962411586981
HARPS.2010-03-23T08.48.19.916	2455278.86925	-0.001136132027163129	-0.005628443217727153
HARPS.2010-03-23T08.52.47.912	2455278.87235	-0.0007293890972258435	0.000989942348832873
HARPS.2010-03-23T08.53.54.925	2455278.87313	-0.0005174105970195888	-0.0055162530163779255
HARPS.2010-03-23T08.55.01.930	2455278.87391	-0.0008091535599850209	-0.0008726101516611795
HARPS.2010-03-23T08.56.09.203	2455278.87469	-0.0012004007264135059	-0.0021302994540708386
HARPS.2010-03-23T08.57.16.097	2455278.87547	-0.0006629626539242698	-0.0034027865920736033
HARPS.2010-03-23T08.59.29.904	2455278.87701	-0.001167488342614074	-0.000730648181940019
HARPS.2010-03-23T08.58.22.901	2455278.87623	-0.0005628734562558367	-0.0007577279932464709
HARPS.2010-03-24T05.24.30.669	2455279.72777	-0.000529412933501443	-0.0025156406631599015
HARPS.2010-03-24T05.25.38.172	2455279.72855	-0.0003943043661302193	-0.0018170504544441357
HARPS.2010-03-24T05.26.45.176	2455279.72933	-0.0005850031089191734	0.0008173625834058118
HARPS.2010-03-24T05.27.52.150	2455279.7301	-0.0010933964248038626	-0.003440637128653057
HARPS.2010-03-24T05.28.58.903	2455279.73087	-0.00044224320591328484	-0.002929533311230692
HARPS.2010-03-24T05.30.05.927	2455279.7316400004	-0.0003678922148039685	-0.0037156201586503457
HARPS.2010-03-24T05.31.11.902	2455279.73241	-0.0006169392749460808	-0.003155076049321748
HARPS.2010-03-24T05.32.18.895	2455279.73318	-0.0006855060678859462	-0.0019270943065154977
HARPS.2010-03-24T05.33.25.909	2455279.73396	-0.0010747469533154723	-0.0024843577777251546
HARPS.2010-03-24T05.34.32.913	2455279.73473	-0.001054353750937061	-0.002649330578101461
HARPS.2010-03-24T05.35.40.186	2455279.73552	-0.001026758381791585	0.002785246743596481
HARPS.2010-03-24T05.36.47.171	2455279.7363	-0.0008406310993398457	-0.0011526863388136022
HARPS.2010-03-24T05.37.54.164	2455279.7370700003	-0.000678656725789644	0.00048805305398547105
HARPS.2010-03-24T05.39.00.939	2455279.73784	-0.001493734476073712	-0.0025051078006406158
HARPS.2010-03-24T07.28.42.928	2455279.81402	-0.0016179428675518943	-0.0007026454924714542
HARPS.2010-03-24T07.27.36.444	2455279.81326	-0.001658174971163664	0.0004649217152723484
HARPS.2010-03-24T07.29.49.912	2455279.8148	-0.0016990362807445647	-0.007162010860937595
HARPS.2010-03-24T07.30.56.906	2455279.81557	-0.00068626745076695	-0.005439254557680684
HARPS.2010-03-24T07.32.03.919	2455279.81635	-0.0007608844935868492	-0.00013118714350168759
HARPS.2010-03-24T07.33.10.923	2455279.8171200003	-0.00231156688005257	0.002691080870746543
HARPS.2010-03-24T07.34.16.917	2455279.81789	-0.00107756499955814	0.0032594758348782893
HARPS.2010-03-24T07.36.31.445	2455279.81945	-0.001301994241981806	0.000639672459553875
HARPS.2010-03-24T07.35.23.990	2455279.81866	-9.639815732073285e-05	-0.004559753126992527
HARPS.2010-03-24T07.37.38.178	2455279.82023	-0.001366564803340561	-0.004851902691886956
HARPS.2010-03-24T07.38.44.902	2455279.82099	-0.0015078160806384852	0.002588911935784255
HARPS.2010-03-24T07.40.58.900	2455279.82254	-0.0009270722698800338	-0.004072250832228175
HARPS.2010-03-24T09.18.03.077	2455279.88996	-0.0006534992009972895	0.0010730608869071734
HARPS.2010-03-24T07.42.05.904	2455279.82332	-0.0011122496758473744	0.0015772834404057523
HARPS.2010-03-24T09.19.09.911	2455279.89073	-0.00021777963309481976	-0.0005082023440816652
HARPS.2010-03-24T09.20.15.885	2455279.8914900003	-0.0007124498519050227	0.002860570035949861
HARPS.2010-03-24T09.21.22.908	2455279.89227	-0.0002678514255525816	0.001953698186758057
HARPS.2010-03-24T09.22.29.912	2455279.89304	2.0129484886812542e-05	-0.0017800938520720067
HARPS.2010-03-24T09.24.43.910	2455279.89459	-0.0010733433091177954	-0.0028909128363592274
HARPS.2010-03-24T09.25.51.183	2455279.89538	-0.0012787612591737272	-0.005493430442057745
HARPS.2010-03-24T09.23.36.916	2455279.89382	-0.0013181944103639446	-0.0020340853066553866
HARPS.2010-03-24T09.26.58.107	2455279.89616	-0.001234096014058711	-0.0013043814493003403
HARPS.2010-03-24T09.28.05.091	2455279.89693	-0.0011900561769495916	0.0005927428049878891
HARPS.2010-03-24T09.29.11.895	2455279.8977	-0.0007232607680202079	-0.00162360382216864
HARPS.2010-03-24T09.30.18.919	2455279.89847	-0.0008758540907368945	-0.0009263091067308604
HARPS.2010-03-24T09.32.32.927	2455279.90002	-0.00023273391422030495	-0.0016228857231999072
HARPS.2010-03-24T09.31.25.912	2455279.89925	-0.0009230124697693971	0.002332156544742947
HARPS.2010-03-25T05.22.55.184	2455280.72673	-0.0004236627439766865	-0.001687199374800219
HARPS.2010-03-25T05.24.01.948	2455280.72749	-0.00024376708301872	-0.001411639489322658
HARPS.2010-03-25T05.25.08.902	2455280.72827	0.00041441756252480624	0.00019425699132669116
HARPS.2010-03-25T05.26.16.057	2455280.72905	0.00030543531879156417	-0.0029188361274538055
HARPS.2010-03-25T05.27.00.399	2455280.72956	-0.0002865001326994841	0.0023703573122459964
HARPS.2010-03-25T05.28.07.023	2455280.73034	-0.0008150582245533624	-0.0012411549222328677
HARPS.2010-03-25T05.29.13.916	2455280.7311	-0.00019629108494138611	0.00026695851808855586
HARPS.2010-03-25T05.30.20.900	2455280.73188	-7.839513202018009e-05	-0.003050199538690679
HARPS.2010-03-25T05.32.35.048	2455280.73344	-0.0003267599494065447	-0.001953925703285231
HARPS.2010-03-25T05.31.27.994	2455280.73265	0.00017588010785534193	0.00015955340636542026
HARPS.2010-03-25T05.33.42.032	2455280.73422	-0.00033070016427933673	0.001090812333229163
HARPS.2010-03-25T05.34.48.926	2455280.73498	-0.001319485485339451	0.0009442866403319705
HARPS.2010-03-25T05.35.56.040	2455280.73577	-0.00021114099955808906	-0.0023189823165157275
HARPS.2010-03-25T05.37.03.054	2455280.73654	-0.0007610467947096829	-0.0018894366580410882
HARPS.2010-03-25T07.44.34.906	2455280.8251	-0.0008406424626085936	-0.0018821872608516532
HARPS.2010-03-25T07.43.28.622	2455280.8243400003	-0.0008842816762891075	0.0029471101180549297
