filename	bjd	ew	asym	
HARPS.2010-06-01T23.11.51.057	2455349.4709	0.01172528522750861	-0.7572713487343348
HARPS.2010-06-04T23.08.11.865	2455352.46825	-0.015533560547380794	-0.5072221643579331
HARPS.2010-06-03T23.20.40.541	2455351.47697	-0.009794554050680476	-0.5955683012619153
HARPS.2010-06-02T05.48.50.103	2455349.74658	0.005546541506201248	-0.7163448527551177
HARPS.2010-06-07T23.10.34.877	2455355.46985	0.00033995536818743797	-0.38418057982061726
HARPS.2010-06-05T23.01.12.868	2455353.46338	0.023778964890611275	-0.07255107263722604
HARPS.2010-06-06T22.52.26.332	2455354.45727	0.009062558378285951	-0.29982624059694474
HARPS.2010-06-08T05.04.04.255	2455355.71533	0.027484048793504818	-0.009821238097761809
HARPS.2010-06-11T22.54.41.879	2455359.45876	0.033070421134389925	0.021686532999634522
HARPS.2010-06-12T01.01.37.284	2455359.5468900003	0.03338970745688574	-0.18583125295180736
