filename	bjd	ew	asym	
HARPS.2010-03-23T05.35.06.938	2455278.73507	0.0013800270779942	-0.0027372581892414205
HARPS.2010-03-23T05.38.26.910	2455278.73738	0.0010989165580812077	-0.000983604419676154
HARPS.2010-03-23T05.42.52.925	2455278.74046	0.0007426650106013969	0.0019965218906137228
HARPS.2010-03-23T05.37.20.175	2455278.73662	0.0006795358228654131	-0.00163773601291195
HARPS.2010-03-23T05.40.39.918	2455278.73892	0.001471794886499503	-0.007442174080394048
HARPS.2010-03-23T05.34.00.274	2455278.7343	0.0014185233845531667	0.0004862111407242242
HARPS.2010-03-23T05.41.46.922	2455278.7397	0.0017400354598163437	-0.005804829302336056
HARPS.2010-03-23T05.39.33.014	2455278.73816	0.001161154405064688	0.0003671509817858576
HARPS.2010-03-23T05.43.59.899	2455278.7412400004	0.0009027609984312317	0.004375241678340913
HARPS.2010-03-23T05.45.06.973	2455278.74201	0.0027824057565995625	-0.0011761633767545243
HARPS.2010-03-23T05.46.14.177	2455278.7428	0.0006119925277955594	-0.005061253033304514
HARPS.2010-03-23T05.48.27.925	2455278.74434	0.0013933944404131043	0.002712535721944631
HARPS.2010-03-23T07.05.53.762	2455278.79811	0.00127570111609115	0.0010992301608327981
HARPS.2010-03-23T05.47.21.191	2455278.74357	0.0020635798676042405	0.002073122212429168
HARPS.2010-03-23T07.07.00.166	2455278.79889	0.0018492680492403952	-0.0005257487982033293
HARPS.2010-03-23T07.08.07.090	2455278.79966	0.0009938529553478953	-0.002630011375004293
HARPS.2010-03-23T07.09.13.914	2455278.80043	0.001867312445263341	0.0036087100995316757
HARPS.2010-03-23T07.10.20.928	2455278.8012	0.002039612597682618	0.005859904604642141
HARPS.2010-03-23T07.11.27.932	2455278.80198	0.001257069806681513	0.003281651605753111
HARPS.2010-03-23T07.12.34.916	2455278.80276	0.0003017319630977713	-2.1998573695336532e-05
HARPS.2010-03-23T07.15.55.087	2455278.80508	0.0015796386610290602	0.002549644838248266
HARPS.2010-03-23T07.14.48.923	2455278.80431	0.001154415784661562	-0.0008844825375103893
HARPS.2010-03-23T07.17.02.171	2455278.80586	0.000329556014359615	-0.0032762324034337764
HARPS.2010-03-23T07.13.41.910	2455278.80353	-0.000615242327253268	-0.0013481373424408805
HARPS.2010-03-23T07.18.09.095	2455278.80663	0.0016700153134993497	-0.00041383584318699373
HARPS.2010-03-23T07.19.15.939	2455278.8074	0.0015689928686392711	-0.0035381723055497583
HARPS.2010-03-23T07.20.21.932	2455278.80816	0.0017751174856526343	-0.00041313143656385165
HARPS.2010-03-23T08.47.13.212	2455278.8684900003	0.001602353543086428	-0.002849750895829839
HARPS.2010-03-23T08.48.19.916	2455278.86925	0.001490600158836379	0.0024498954227664127
HARPS.2010-03-23T08.50.33.934	2455278.8708	0.0019206008910079618	-0.0012951905365760075
HARPS.2010-03-23T08.51.40.917	2455278.87158	0.001574434268571714	0.00143586739490964
HARPS.2010-03-23T08.49.26.920	2455278.87003	0.0016969408590436872	-0.00304077915026435
HARPS.2010-03-23T08.52.47.912	2455278.87235	0.0012938601327214681	-0.00028254540373617854
HARPS.2010-03-23T08.53.54.925	2455278.87313	0.0012927038390248	-0.00350540383834419
HARPS.2010-03-23T08.55.01.930	2455278.87391	0.0017581293825441754	-0.003625393003708677
HARPS.2010-03-23T08.56.09.203	2455278.87469	0.0016848871760535655	0.00023440737543045653
HARPS.2010-03-23T08.57.16.097	2455278.87547	0.0016874819778657504	-0.0008117216345083778
HARPS.2010-03-23T08.58.22.901	2455278.87623	0.0017746148127531845	-0.001923274703946709
HARPS.2010-03-23T08.59.29.904	2455278.87701	0.002365959001903688	0.0035478037273882768
HARPS.2010-03-24T05.24.30.669	2455279.72777	0.002420180187280773	-0.0012439291345326398
HARPS.2010-03-24T05.25.38.172	2455279.72855	0.0020996939957198266	0.000806513029018574
HARPS.2010-03-24T05.26.45.176	2455279.72933	0.001475989996696726	0.005765509667949087
HARPS.2010-03-24T05.27.52.150	2455279.7301	0.000852676768376104	-0.0033285429964149404
HARPS.2010-03-24T05.28.58.903	2455279.73087	0.002883430775639789	0.0027253670427095367
HARPS.2010-03-24T05.30.05.927	2455279.7316400004	0.0019076357034879953	0.0007591017386107124
HARPS.2010-03-24T05.31.11.902	2455279.73241	0.0015529835731025495	0.0007839914559196748
HARPS.2010-03-24T05.32.18.895	2455279.73318	0.0016847966608906039	0.0032494979440510496
HARPS.2010-03-24T05.33.25.909	2455279.73396	0.001478158239958617	-0.0019608089894138647
HARPS.2010-03-24T05.34.32.913	2455279.73473	0.0013304285097904133	6.562259006936966e-05
HARPS.2010-03-24T05.35.40.186	2455279.73552	0.0018440981507549554	0.0015452635187142016
HARPS.2010-03-24T05.36.47.171	2455279.7363	0.002011796909189269	-0.00350317886414353
HARPS.2010-03-24T05.37.54.164	2455279.7370700003	0.0009956167610005407	-0.00011802985855702275
HARPS.2010-03-24T07.27.36.444	2455279.81326	0.0018696198825118877	-0.0006521581678232691
HARPS.2010-03-24T05.39.00.939	2455279.73784	0.0005541390188966721	0.009750713333983696
HARPS.2010-03-24T07.28.42.928	2455279.81402	0.0015422737382332727	-0.0006911607499758832
HARPS.2010-03-24T07.29.49.912	2455279.8148	0.0010013380824355632	0.002814159450231779
HARPS.2010-03-24T07.30.56.906	2455279.81557	0.0006783313861539875	-0.0016068500025467891
HARPS.2010-03-24T07.32.03.919	2455279.81635	0.0015218259030028937	0.0010513007018081444
HARPS.2010-03-24T07.33.10.923	2455279.8171200003	0.0013692578797784795	-0.0008305276601127121
