filename	bjd	ew	asym	
HARPS.2010-03-26T07.36.16.044	2455281.8194	0.02844426200900499	-0.11933421240732012
HARPS.2010-03-25T05.35.56.040	2455280.73577	0.011233497400336485	-0.022899593342979085
HARPS.2010-03-29T03.55.10.979	2455284.66602	0.03277397080757542	-0.14171039482004166
HARPS.2010-03-24T05.27.52.150	2455279.7301	0.029178239047548418	-0.09515736944255648
HARPS.2010-03-28T05.44.51.983	2455283.74214	-0.0037631832415083175	0.0484319325253415
HARPS.2010-03-27T05.48.01.079	2455282.74428	0.021329970819834704	-0.051721893708669864
HARPS.2010-03-23T05.34.00.274	2455278.7343	0.029592051476971467	-0.09602779909409542
HARPS.2010-04-01T05.46.06.891	2455287.74324	0.028697285874658834	-0.12872792773812924
HARPS.2010-04-03T04.54.51.313	2455289.70775	0.0278734190798619	-0.07966382086557533
HARPS.2010-04-02T03.33.35.362	2455288.65126	0.009022399584054461	0.00208350173191163
HARPS.2010-04-04T03.43.45.413	2455290.65843	-0.000689093389342412	0.0419822468846619
HARPS.2010-04-05T07.07.37.652	2455291.80006	0.021686607245730904	-0.05894930052881775
HARPS.2010-04-08T03.04.16.162	2455294.63121	0.03876488962044342	0.1655422617888478
HARPS.2010-04-06T02.57.34.551	2455292.62646	0.015755895150561184	-0.03697361032962743
HARPS.2010-04-07T02.56.54.613	2455293.62605	-0.0038063783848014425	0.054268617437602584
HARPS.2010-04-09T02.40.20.683	2455295.6146400003	-0.002058823974186815	0.08518012302769762
HARPS.2010-04-10T02.39.59.561	2455296.61444	0.02093681464097303	-0.05793273499050855
HARPS.2010-04-11T09.18.39.649	2455297.89136	-0.00376068983855992	0.0788925904710569
HARPS.2010-04-13T02.17.48.197	2455299.59918	-0.003581013639809687	0.0604287141383818
HARPS.2010-04-29T06.43.23.145	2455315.78425	0.042326730254392916	-0.1754135949743032
HARPS.2010-04-14T06.17.22.603	2455300.76559	0.010391034148217243	-0.007325020141980776
HARPS.2010-04-12T02.17.11.281	2455298.5987	-0.002507787553499359	0.10047771384012238
HARPS.2010-04-18T02.53.13.135	2455304.62398	0.037244724640485026	-0.21006670568271857
HARPS.2010-04-19T05.35.00.771	2455305.73637	0.03283314403482337	-0.1874642263436267
HARPS.2010-05-05T02.18.20.611	2455321.60026	0.03614396594951161	-0.22562022390813175
HARPS.2010-05-04T02.12.06.850	2455320.59597	0.03598342377675409	-0.22002476350938793
HARPS.2010-05-06T02.02.13.623	2455322.5890900004	0.041588876666097174	-0.23177195725836353
HARPS.2010-05-09T01.19.36.905	2455325.5595400003	0.04011947234901378	-0.2108716996274036
HARPS.2010-05-08T01.30.42.455	2455324.56724	0.041279915845522	-0.1692140121339134
HARPS.2010-05-07T01.53.50.533	2455323.58329	0.05914326403466917	-0.3556911360718099
HARPS.2010-05-10T01.37.52.500	2455326.57224	0.027134020035589495	-0.08781614887300382
HARPS.2010-05-11T01.47.43.637	2455327.5791	0.008316664899510308	0.011532166338600103
HARPS.2010-05-18T02.12.14.458	2455334.59618	-0.002930604195643818	0.07770340466038339
HARPS.2010-05-12T01.18.17.967	2455328.55867	0.03325283958018352	-0.13948623589868014
HARPS.2010-05-19T02.03.20.036	2455335.59001	0.011195263498105856	-0.00391102677570454
HARPS.2010-05-22T02.40.22.034	2455338.61573	0.03991069595310098	-0.1600275790326009
HARPS.2010-05-24T02.58.02.537	2455340.62799	0.036712828350977944	-0.15818077835154032
HARPS.2010-05-25T02.45.22.940	2455341.61919	0.02903465193473573	-0.10242441896177368
HARPS.2010-05-26T01.06.03.456	2455342.55029	0.04410440372691121	-0.24047330371179587
HARPS.2010-06-01T23.11.51.057	2455349.4709	0.03097072610560727	0.25577165889460995
HARPS.2010-06-04T01.57.08.097	2455351.5855900003	0.01712733367828845	-0.0038763944733732902
HARPS.2010-06-02T02.21.22.055	2455349.60251	0.029365021215296105	0.2308277399456612
HARPS.2010-06-05T02.31.22.873	2455352.60935	0.006838508633629198	0.10316237150238372
HARPS.2010-06-03T03.30.16.543	2455350.65034	0.00721981579783223	0.11409327825648885
HARPS.2010-06-07T01.43.47.236	2455354.5762400003	0.04358985177752943	-0.25091646150627533
HARPS.2010-06-08T02.06.08.307	2455355.59176	0.036896840391166315	-0.1901736320325742
HARPS.2010-06-11T04.59.34.184	2455358.71221	0.042936473381796916	-0.2164664728612975
HARPS.2010-06-06T02.00.12.979	2455353.58768	0.017352764523359144	0.01173927551361198
HARPS.2010-06-12T01.01.37.284	2455359.5468900003	0.005111884983720405	0.022684177092742286
