filename	bjd	ew	asym	
HARPS.2010-03-23T05.38.26.910	2455278.73738	0.0009256687529251291	0.005913347237206823
HARPS.2010-03-23T05.34.00.274	2455278.7343	0.0015801831026359871	0.006498462605854072
HARPS.2010-03-23T05.41.46.922	2455278.7397	0.001670422436491002	0.0008182877040128211
HARPS.2010-03-23T05.35.06.938	2455278.73507	0.002331401423747363	0.0002080978371019615
HARPS.2010-03-23T05.37.20.175	2455278.73662	0.0019351445017377084	0.0012430763147830426
HARPS.2010-03-23T05.40.39.918	2455278.73892	0.002011395640790602	0.0013554004916744855
HARPS.2010-03-23T05.42.52.925	2455278.74046	0.0027450269556644636	0.006662168663693624
HARPS.2010-03-23T05.39.33.014	2455278.73816	0.0022124915641408872	0.007115350942274223
HARPS.2010-03-23T05.45.06.973	2455278.74201	0.0018020784488587728	-0.004171280387333276
HARPS.2010-03-23T05.43.59.899	2455278.7412400004	0.0019624347753995227	0.012838889508374751
HARPS.2010-03-23T07.05.53.762	2455278.79811	0.0016243871247878636	0.007220186767723957
HARPS.2010-03-23T07.07.00.166	2455278.79889	0.0011388982881575264	0.003497082345058189
HARPS.2010-03-23T05.47.21.191	2455278.74357	0.0032075185842776713	0.005156791239651404
HARPS.2010-03-23T05.48.27.925	2455278.74434	0.0011717864350456828	0.008231673119136529
HARPS.2010-03-23T07.08.07.090	2455278.79966	0.00037740039874127374	0.0007245204131312022
HARPS.2010-03-23T05.46.14.177	2455278.7428	0.0011872125615729812	0.011381880628337115
HARPS.2010-03-23T07.09.13.914	2455278.80043	0.0008865520258836178	0.004701399295406694
HARPS.2010-03-23T07.10.20.928	2455278.8012	0.0014501955827570176	0.009033001246424255
HARPS.2010-03-23T07.11.27.932	2455278.80198	0.0016547861047758806	-0.001300990673674951
HARPS.2010-03-23T07.13.41.910	2455278.80353	0.0008893619888400982	0.006860230311940829
HARPS.2010-03-23T07.14.48.923	2455278.80431	0.001870249930245134	0.005572329393103148
HARPS.2010-03-23T07.12.34.916	2455278.80276	0.002615911026103758	0.009031171782324598
HARPS.2010-03-23T07.17.02.171	2455278.80586	0.0013554806441606745	0.008040882194308208
HARPS.2010-03-23T07.15.55.087	2455278.80508	0.0013545042202549637	0.007893100319610102
HARPS.2010-03-23T07.18.09.095	2455278.80663	0.0032750196156142966	0.010948641093806888
HARPS.2010-03-23T07.19.15.939	2455278.8074	0.002221973111390813	0.0063024530192692385
HARPS.2010-03-23T07.20.21.932	2455278.80816	0.0020529273887274946	0.008730973300450362
HARPS.2010-03-23T08.47.13.212	2455278.8684900003	0.001398706246517631	0.0020338963025368084
HARPS.2010-03-23T08.49.26.920	2455278.87003	0.0014043965090759093	0.0019140619909581158
HARPS.2010-03-23T08.50.33.934	2455278.8708	0.0013928179782899985	0.000952315048795116
HARPS.2010-03-23T08.51.40.917	2455278.87158	0.0017904158973692005	0.0003071606716540387
HARPS.2010-03-23T08.48.19.916	2455278.86925	0.002407738124558569	0.0056501859061244275
HARPS.2010-03-23T08.52.47.912	2455278.87235	0.002355457421456008	0.0023856090617077053
HARPS.2010-03-23T08.53.54.925	2455278.87313	0.001420069266026585	0.006653668864338269
HARPS.2010-03-23T08.55.01.930	2455278.87391	0.0014061708386053017	0.0030048919734475543
HARPS.2010-03-23T08.56.09.203	2455278.87469	0.0019847927594802877	0.003795481298348502
HARPS.2010-03-23T08.57.16.097	2455278.87547	0.0015079030658024532	-0.00024058983734653872
HARPS.2010-03-23T08.59.29.904	2455278.87701	0.0016634402677580468	0.0076527550408043155
HARPS.2010-03-23T08.58.22.901	2455278.87623	0.0018857076738619722	0.006330879295744829
HARPS.2010-03-24T05.24.30.669	2455279.72777	0.0012927831758566025	0.009404210463398344
HARPS.2010-03-24T05.25.38.172	2455279.72855	0.00262826636816668	0.004620414101899728
HARPS.2010-03-24T05.26.45.176	2455279.72933	0.002059434172258103	0.0039022028269610765
HARPS.2010-03-24T05.27.52.150	2455279.7301	0.0013227856772627389	0.00947022567113076
HARPS.2010-03-24T05.28.58.903	2455279.73087	0.0017943266149867338	0.0083238420427717
HARPS.2010-03-24T05.30.05.927	2455279.7316400004	0.0021738956006708064	0.0025003997808789036
HARPS.2010-03-24T05.31.11.902	2455279.73241	0.0017950441125570745	0.0031880528442688183
HARPS.2010-03-24T05.32.18.895	2455279.73318	0.001761353693923096	0.007274996142969448
HARPS.2010-03-24T05.33.25.909	2455279.73396	0.001307857083843925	0.0034372626453389454
HARPS.2010-03-24T05.34.32.913	2455279.73473	0.0013372597719228513	0.009897596008479614
HARPS.2010-03-24T05.35.40.186	2455279.73552	0.0009069647815674325	0.0048463262611255775
HARPS.2010-03-24T05.36.47.171	2455279.7363	0.0011851083182799805	0.00586423261655844
HARPS.2010-03-24T05.37.54.164	2455279.7370700003	0.0009618204489254082	0.0016264664840176524
HARPS.2010-03-24T05.39.00.939	2455279.73784	0.0008092608938499278	0.004363162346019522
HARPS.2010-03-24T07.28.42.928	2455279.81402	0.0012249230735896692	0.014948854578654247
HARPS.2010-03-24T07.27.36.444	2455279.81326	0.0002406210925424523	0.012271486604016335
HARPS.2010-03-24T07.29.49.912	2455279.8148	0.001695034471072178	0.01127604180380326
HARPS.2010-03-24T07.30.56.906	2455279.81557	0.0021982971717201733	0.01150870663171466
HARPS.2010-03-24T07.32.03.919	2455279.81635	0.0006028788121607441	0.016404382112444882
HARPS.2010-03-24T07.33.10.923	2455279.8171200003	0.001437623777999563	-0.0010351246801941771
HARPS.2010-03-24T07.34.16.917	2455279.81789	0.002092242254679681	0.003384198574759245
HARPS.2010-03-24T07.36.31.445	2455279.81945	0.0008005362782712261	0.002646748604912874
HARPS.2010-03-24T07.35.23.990	2455279.81866	0.0012194920621501346	0.005065190457827051
HARPS.2010-03-24T07.37.38.178	2455279.82023	0.0007906892791098781	0.010668146122534972
HARPS.2010-03-24T07.38.44.902	2455279.82099	0.0005605435519340376	0.013014802405993398
HARPS.2010-03-24T07.40.58.900	2455279.82254	0.0009163258119099488	0.0011921517413593374
HARPS.2010-03-24T09.18.03.077	2455279.88996	0.0007167378391405493	0.0029566945513704868
HARPS.2010-03-24T07.42.05.904	2455279.82332	0.0008855483493678517	0.005510180515088892
HARPS.2010-03-24T09.19.09.911	2455279.89073	0.00153433243727884	0.0032800223620068625
HARPS.2010-03-24T09.20.15.885	2455279.8914900003	0.001358200887555664	0.002598605011543409
HARPS.2010-03-24T09.21.22.908	2455279.89227	0.0009723022316630443	0.0040486084139325085
HARPS.2010-03-24T09.22.29.912	2455279.89304	0.001968651775881902	0.004144995816507291
HARPS.2010-03-24T09.24.43.910	2455279.89459	0.0014564497513750512	0.0062387195323966305
HARPS.2010-03-24T09.25.51.183	2455279.89538	0.0013418902003096778	0.009810305401629194
HARPS.2010-03-24T09.23.36.916	2455279.89382	0.0025503723196474396	-0.0002534839416818979
HARPS.2010-03-24T09.26.58.107	2455279.89616	0.0008360374583047836	0.007405242066471418
HARPS.2010-03-24T09.28.05.091	2455279.89693	0.00011203290286298664	0.0011259390786002577
HARPS.2010-03-24T09.29.11.895	2455279.8977	0.001461860589698604	0.001844024049307058
HARPS.2010-03-24T09.30.18.919	2455279.89847	0.0014910826422432958	-0.002816790527928603
HARPS.2010-03-24T09.32.32.927	2455279.90002	0.001386333383628143	0.0021416861617633565
HARPS.2010-03-24T09.31.25.912	2455279.89925	0.0010442807554571427	0.006459885951320077
HARPS.2010-03-25T05.22.55.184	2455280.72673	0.001402661502313914	0.010509145092338024
HARPS.2010-03-25T05.24.01.948	2455280.72749	0.002509189897359604	0.0037464451305048163
HARPS.2010-03-25T05.25.08.902	2455280.72827	0.0021515200891673615	0.007382737459647459
HARPS.2010-03-25T05.26.16.057	2455280.72905	0.0011826364819584254	0.004019548048812549
HARPS.2010-03-25T05.27.00.399	2455280.72956	0.0010978758865193563	0.0007574989506211605
HARPS.2010-03-25T05.28.07.023	2455280.73034	0.00072560918024865	0.0033048683450003224
HARPS.2010-03-25T05.29.13.916	2455280.7311	0.0016449479452141952	-0.0030742232099941758
HARPS.2010-03-25T05.30.20.900	2455280.73188	0.0008629429879195184	0.001276923779619743
HARPS.2010-03-25T05.32.35.048	2455280.73344	0.001211155252642366	0.002716211840946281
HARPS.2010-03-25T05.31.27.994	2455280.73265	0.001454437225551636	-0.0016502371825828366
HARPS.2010-03-25T05.33.42.032	2455280.73422	0.0011234738095861313	0.00203004892335068
HARPS.2010-03-25T05.34.48.926	2455280.73498	0.0011866515732676835	0.003099045147386237
HARPS.2010-03-25T05.35.56.040	2455280.73577	0.0020641852956586482	-0.0009913725059862433
HARPS.2010-03-25T05.37.03.054	2455280.73654	0.0015956127558720285	0.0012602110499789765
HARPS.2010-03-25T07.44.34.906	2455280.8251	0.0014717080758450095	-0.0023392164488542644
HARPS.2010-03-25T07.43.28.622	2455280.8243400003	0.001114463964220164	0.00018198590006812676
HARPS.2010-03-25T07.45.42.040	2455280.82589	0.0011405855895811957	0.0019915890211671394
HARPS.2010-03-25T07.46.49.034	2455280.82666	0.001389292662078334	-0.0004835717984820187
HARPS.2010-03-25T07.47.56.038	2455280.82744	0.0011197258296751142	0.002912185304882464
HARPS.2010-03-25T07.49.02.912	2455280.8282	0.0010246613465244776	0.0016132374106989644
HARPS.2010-03-25T07.50.09.915	2455280.82898	0.0010905870429783818	0.002756991831635247
HARPS.2010-03-25T07.51.17.129	2455280.82977	0.0016688447423351114	0.0030180870743699018
HARPS.2010-03-25T07.52.24.011	2455280.83054	0.0014456031465147827	0.0016317015228368703
HARPS.2010-03-25T07.53.31.057	2455280.83132	0.0017621316543790736	-0.0023404413704580795
HARPS.2010-03-25T07.55.44.995	2455280.83286	0.0011375513408684096	0.002115494047695954
HARPS.2010-03-25T07.54.37.911	2455280.83208	0.0013406224737033039	0.0014275603879684295
HARPS.2010-03-25T07.56.52.059	2455280.8336400003	0.00104092924651727	0.00015697836126515874
HARPS.2010-03-25T07.57.59.033	2455280.83442	0.0010456972303381018	0.006776576284114766
HARPS.2010-03-25T09.26.47.531	2455280.89609	0.0020806558347820216	0.0030966155908509485
HARPS.2010-03-25T09.27.55.384	2455280.89688	0.0009855652026875817	0.005245196435439192
HARPS.2010-03-25T09.29.01.918	2455280.89764	0.0007401663378128635	-0.0031692398905153185
HARPS.2010-03-25T09.30.08.912	2455280.89842	0.0023029420770850737	0.00045227410738257756
HARPS.2010-03-25T09.32.23.040	2455280.89998	0.0009097840163140025	0.0010463877689892431
HARPS.2010-03-25T09.33.30.044	2455280.90075	0.0009138969109821947	0.003959638809182375
HARPS.2010-03-25T09.31.15.966	2455280.8991900003	0.0015054398675651845	-0.005615765072777279
HARPS.2010-03-25T09.34.36.898	2455280.9015200003	0.0011770726401587356	-0.0004991226705217677
HARPS.2010-03-25T09.35.43.992	2455280.90229	0.0024433641278222297	0.0009610899582132015
HARPS.2010-03-25T09.36.51.045	2455280.90308	0.0013581915094083119	-0.002733577390874431
HARPS.2010-03-25T09.37.58.040	2455280.90386	0.0012716987862906278	0.0022396045568349177
HARPS.2010-03-25T09.39.05.254	2455280.90463	0.0010142197981984232	0.0008511413111553789
HARPS.2010-03-26T05.24.32.997	2455281.72791	0.0010282047193363579	0.0063452798409706634
HARPS.2010-03-26T05.26.47.044	2455281.72947	0.0022391766881066466	-0.002046950004515269
HARPS.2010-03-26T05.25.40.041	2455281.7287	0.0012770279646282625	0.004142661951099469
HARPS.2010-03-26T05.27.54.039	2455281.73025	0.0013294880140878912	0.0008505754280647704
HARPS.2010-03-26T05.29.00.912	2455281.73101	0.0003879745240688529	0.002298831614255592
HARPS.2010-03-26T05.30.07.906	2455281.73179	0.0008345128239172655	0.00048250091643331494
HARPS.2010-03-26T05.32.22.044	2455281.73335	0.001395643870193752	0.00048326314287450156
HARPS.2010-03-26T05.31.14.960	2455281.73256	0.0013060633616904396	0.003596681037611793
HARPS.2010-03-26T05.34.35.912	2455281.73489	0.0009665651062602046	0.00835571574689531
HARPS.2010-03-26T05.33.29.058	2455281.73413	0.0003543747329779765	0.0026906111255967646
HARPS.2010-03-26T05.35.43.056	2455281.73568	0.0006581309776921686	-0.00024514620511340013
HARPS.2010-03-26T05.36.50.030	2455281.73645	0.0009828734895938457	0.0029772782402797127
HARPS.2010-03-26T05.37.57.033	2455281.73723	0.0015684934170734734	-0.002398672553852843
HARPS.2010-03-26T05.39.03.907	2455281.7379900003	0.0003857317005152167	0.00380467993873268
HARPS.2010-03-26T07.35.08.930	2455281.81861	0.0008764490597584506	-0.003300579084373534
HARPS.2010-03-26T07.36.16.044	2455281.8194	0.0011702730853390573	-0.0014118137037725242
HARPS.2010-03-26T07.37.23.008	2455281.82017	0.0010788092142603913	0.004533923093810066
HARPS.2010-03-26T07.39.36.907	2455281.82171	0.0006620674436200247	-0.002185443813454979
HARPS.2010-03-26T07.38.29.902	2455281.82094	0.0007223038837177073	-0.0023819599360737076
HARPS.2010-03-26T07.40.44.230	2455281.8225	0.0012633336361892323	0.0034679899764982203
HARPS.2010-03-26T07.41.51.034	2455281.82328	0.0008473456394729994	-0.0008823161500037813
HARPS.2010-03-26T07.42.58.058	2455281.82405	0.0006901630488854423	-0.0018400872292834158
HARPS.2010-03-26T07.46.18.999	2455281.82637	0.0013412004838140965	0.0042085887727773
HARPS.2010-03-26T07.45.11.925	2455281.82559	0.0010225118196999408	0.003844835553895809
HARPS.2010-03-26T07.47.26.043	2455281.82715	0.0008387640828862147	0.0019981833466437005
HARPS.2010-03-26T09.10.04.120	2455281.88454	9.938669573807428e-05	0.0020175128857136126
HARPS.2010-03-26T09.11.10.925	2455281.8853	5.8912448435116705e-05	0.002453743867588898
HARPS.2010-03-26T09.13.25.052	2455281.88687	0.0003955256039958854	0.003701533661679135
HARPS.2010-03-26T09.14.31.916	2455281.88763	0.0010652857007228181	0.0013230839563425079
HARPS.2010-03-26T09.15.39.050	2455281.88842	5.6604689125551005e-05	0.002859513877904507
HARPS.2010-03-26T09.16.46.054	2455281.88919	0.0009834704486421729	0.0007915277062121584
HARPS.2010-03-26T09.17.53.038	2455281.88997	0.0008446022318081279	0.0031609997720710714
